company_name,ticker,cik,exchange,industry,sic_code,latest_revenue,revenue_period,revenue_growth_pct,gpt_revenue_method,gpt_accounting_standard,gpt_recognition_pattern,gpt_confidence,gpt_explanation,revenue_concepts_count,has_filing_context,url,analysis_date
The Cigna Group,N/A,1739940,N/A,Unknown,Unknown,247121000000,2024-12-31,26.56,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739940/000173994025000009/ci-20241231.htm,2025-09-02 17:26:28
ECOLAB INC.,N/A,31462,N/A,Unknown,Unknown,15741400000,2024-12-31,-74.56,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/31462/000155837025001263/ecl-20241231x10k.htm,2025-09-02 17:27:12
"Coinbase Global, Inc.",N/A,1679788,N/A,Unknown,Unknown,6564028000,2024-12-31,111.17,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1679788/000167978825000022/coin-20241231.htm,2025-09-02 17:27:18
"Mondelez International, Inc.",N/A,1103982,N/A,Unknown,Unknown,36441000000,2024-12-31,1.18,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1103982/000110398225000030/mdlz-20241231.htm,2025-09-02 17:27:44
NEWMONT CORPORATION,N/A,1164727,N/A,Unknown,Unknown,6711000000,2016-12-31,10.29,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1164727/000116472725000011/nem-20241231.htm,2025-09-02 17:28:29
"Airbnb, Inc.",N/A,1559720,N/A,Unknown,Unknown,11102000000,2024-12-31,11.95,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on tokens per min (TPM): Limit 100000, Used 99818, Requested 340. Please try again in 1h8m15.36s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm,2025-09-02 17:28:54
Aon plc,N/A,315293,N/A,Unknown,Unknown,10770000000,2018-12-31,-74.28,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/315293/000162828025006093/aon-20241231.htm,2025-09-02 17:29:00
TransDigm Group Incorporated,N/A,1260221,N/A,Unknown,Unknown,7940000000,2024-09-30,20.58,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1260221/000126022124000083/tdg-20240930.htm,2025-09-02 17:29:44
SOUTHERN COPPER CORP/,N/A,1001838,N/A,Unknown,Unknown,6654500000,2017-12-31,23.69,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1001838/000155837025002017/scco-20241231x10k.htm,2025-09-02 17:30:10
ILLINOIS TOOL WORKS INC,N/A,49826,N/A,Unknown,Unknown,14768000000,2018-12-31,-75.76,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/49826/000004982625000007/itw-20241231.htm,2025-09-02 17:30:16
"APOLLO GLOBAL MANAGEMENT, INC.",N/A,1858681,N/A,Unknown,Unknown,26114000000,2024-12-31,-20.0,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1858681/000185868125000034/apo-20241231.htm,2025-09-02 17:31:01
"MOTOROLA SOLUTIONS, INC.",N/A,68505,N/A,Unknown,Unknown,6380000000,2017-12-31,-69.33,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/68505/000006850525000012/msi-20241231.htm,2025-09-02 17:31:26
"EQUINIX, INC.",N/A,1101239,N/A,Unknown,Unknown,5998545000,2020-12-31,-73.93,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1101239/000162828025005126/eqix-20241231.htm,2025-09-02 17:32:10
ARTHUR J. GALLAGHER & CO.,N/A,354190,N/A,Unknown,Unknown,1721400000,2019-12-31,-5.69,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/354190/000095017025021775/ajg-20241231.htm,2025-09-02 17:32:17
CRH public limited company,N/A,849395,N/A,Unknown,Unknown,35572000000,2024-12-31,1.78,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/849395/000162828025008179/crh-20241231.htm,2025-09-02 17:33:02
US BANCORP \DE\,N/A,36104,N/A,Unknown,Unknown,27455000000,2024-12-31,-2.45,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/36104/000003610425000016/usb-20241231.htm,2025-09-02 17:33:28
"FISERV, INC.",N/A,798354,N/A,Unknown,Unknown,20456000000,2024-12-31,7.14,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/798354/000079835425000047/fi-20241231.htm,2025-09-02 17:33:53
EMERSON ELECTRIC CO.,N/A,32604,N/A,Unknown,Unknown,24412000000,2012-09-30,0.78,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/32604/000003260424000041/emr-20240930.htm,2025-09-02 17:34:20
"United Parcel Service, Inc.",N/A,1090727,N/A,Unknown,Unknown,65872000000,2017-12-31,-71.42,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1090727/000109072725000019/ups-20241231.htm,2025-09-02 17:35:05
THE BANK OF NEW YORK MELLON CORPORATION,N/A,1390777,N/A,Unknown,Unknown,18619000000,2024-12-31,5.21,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1390777/000139077725000046/bk-20241231.htm,2025-09-02 17:35:31
"REPUBLIC SERVICES, INC.",N/A,1060391,N/A,Unknown,Unknown,18418000000,2024-12-31,6.59,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1060391/000106039125000091/rsg-20241231.htm,2025-09-02 17:35:57
MARRIOTT INTERNATIONAL INC /MD/,N/A,1048286,N/A,Unknown,Unknown,25100000000,2024-12-31,5.85,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on tokens per min (TPM): Limit 100000, Used 99800, Requested 319. Please try again in 51m24.48s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1048286/000162828025004818/mar-20241231.htm,2025-09-02 17:36:22
JOHNSON CONTROLS INTERNATIONAL PLC,N/A,833444,N/A,Unknown,Unknown,9902000000,2015-09-25,-4.16,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/833444/000083344424000064/jci-20240930.htm,2025-09-02 17:37:07
"Cloudflare, Inc.",N/A,1477333,N/A,Unknown,Unknown,1669626000,2024-12-31,28.76,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1477333/000147733325000043/cloud-20241231.htm,2025-09-02 17:37:32
HOWMET AEROSPACE INC.,N/A,4281,N/A,Unknown,Unknown,7430000000,2024-12-31,11.9,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",2,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/4281/000000428125000011/hwm-20241231.htm,2025-09-02 17:37:58
ERROR: 'NoneType' object is not subscriptable,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,https://www.sec.gov/ix?doc=/Archives/edgar/data/16875/000001687525000008/cp-20241231.htm,2025-09-02 17:38:02
"Williams Companies, Inc.",N/A,107263,N/A,Unknown,Unknown,10503000000,2024-12-31,-3.7,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per min (RPM): Limit 3, Used 3, Requested 1. Please try again in 20s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/107263/000010726325000031/wmb-20241231.htm,2025-09-02 17:38:25
AUTOZONE INC,N/A,866787,N/A,Unknown,Unknown,18490268000,2024-08-31,5.92,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/866787/000155837024013758/azo-20240831x10k.htm,2025-09-02 17:38:50
"ELEVANCE HEALTH, INC.",N/A,1156039,N/A,Unknown,Unknown,177011000000,2024-12-31,3.31,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1156039/000115603925000010/elv-20241231.htm,2025-09-02 17:39:16
Zoetis Inc.,N/A,1555280,N/A,Unknown,Unknown,9256000000,2024-12-31,8.33,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1555280/000155528025000102/zts-20241231.htm,2025-09-02 17:40:02
ENTERPRISE PRODUCTS PARTNERS L.P.,N/A,1061219,N/A,Unknown,Unknown,56219000000,2024-12-31,13.08,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1061219/000106121925000006/form10k.htm,2025-09-02 17:40:47
COLGATE-PALMOLIVE COMPANY,N/A,21665,N/A,Unknown,Unknown,15454000000,2017-12-31,1.7,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/21665/000002166525000008/cl-20241231.htm,2025-09-02 17:41:12
"EOG RESOURCES, INC.",N/A,821189,N/A,Unknown,Unknown,23698000000,2024-12-31,-2.02,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/821189/000082118925000011/eog-20241231.htm,2025-09-02 17:41:38
"SIMON PROPERTY GROUP, INC.",N/A,1063761,N/A,Unknown,Unknown,5963798000,2024-12-31,-73.47,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1063761/000155837025001271/spg-20241231x10k.htm,2025-09-02 17:42:04
SNOWFLAKE INC.,N/A,1640147,N/A,Unknown,Unknown,3626396000,2025-01-31,29.21,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1640147/000164014725000052/snow-20250131.htm,2025-09-02 17:42:48
"PayPal Holdings, Inc.",N/A,1633917,N/A,Unknown,Unknown,31797000000,2024-12-31,6.81,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391725000019/pypl-20241231.htm,2025-09-02 17:43:33
Vistra Corp.,N/A,1692819,N/A,Unknown,Unknown,17224000000,2024-12-31,16.54,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/1692819/000169281925000013/vistra-20241231.htm,2025-09-02 17:43:39
"AIR PRODUCTS AND CHEMICALS, INC.",N/A,2969,N/A,Unknown,Unknown,12100600000,2024-09-30,-3.96,GPT Error: Error code: 429 - {'error': {'message': 'Rate limi,Error,Error,0,"Error analyzing: Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o-mini in organization org-ZMMMMF211fTKiDn7Jkb5HvWw on requests per day (RPD): Limit 200, Used 200, Requested 1. Please try again in 7m12s. Visit https://platform.openai.com/account/rate-limits to learn more. You can increase your rate limit by adding a payment method to your account at https://platform.openai.com/account/billing.', 'type': 'requests', 'param': None, 'code': 'rate_limit_exceeded'}}",1,False,https://www.sec.gov/ix?doc=/Archives/edgar/data/2969/000000296924000056/apd-20240930.htm,2025-09-02 17:44:23
